"","playId","gameId.x","avg_linemen_dist","avg_qb_dist","avg_area","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType","gameId.y","hit","hurry","sack","bad_thing"
"299",1943,2021091300,2.23079553013522,48.7213414174335,192.768689189189,"(:33) (Shotgun) D.Carr pass short left to H.Renfrow to BAL 36 for 13 yards (T.Young; M.Humphrey).",2,3,10,"LV","BAL","BAL",49,"00:33",7,14,"C",NA,13,13,NA,NA,NA,NA,NA,NA,61,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"1 DL, 4 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021091912,0,0,0,"0"
"300",1944,2021091212,2.26727461307229,43.9197460200562,270.190117204301,"(11:09) (No Huddle, Shotgun) T.Bridgewater pass short middle to N.Fant to NYG 36 for 8 yards (L.Ryan).",3,3,4,"DEN","NYG","NYG",44,"11:09",7,10,"C",NA,8,8,NA,NA,NA,NA,NA,NA,54,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021103109,0,1,0,"1"
"301",1945,2021091206,2.14559309515831,70.3092915200705,137.576884684685,"(14:22) (Shotgun) R.Wilson pass short middle to D.Metcalf to SEA 41 for 12 yards (D.Buckner).",3,2,6,"SEA","IND","SEA",29,"14:22",10,21,"C",NA,12,12,NA,NA,NA,NA,NA,NA,81,"EMPTY","1 RB, 2 TE, 2 WR",4,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Quarters","Zone",2021092300,0,0,1,"1"
"302",1947,2021091210,1.9033663276889,32.1574423936392,211.54155959596,"(:39) MIA 1-Tagovailoa now at QB. MIA chooses 10 second runoff (Shotgun) T.Tagovailoa pass short right to M.Gaskin ran ob at NE 23 for 10 yards (D.Hightower).",2,1,15,"MIA","NE","NE",33,"00:39",10,7,"C",NA,10,10,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091210,0,0,0,"0"
"303",1951,2021091201,2.61037758851908,9.57411571335595,359.047378947368,"(:27) (Shotgun) J.Allen pass short left to G.Davis for 3 yards, TOUCHDOWN [T.Watt].",2,3,3,"BUF","PIT","PIT",3,"00:27",3,0,"C",NA,3,3,NA,NA,NA,NA,NA,NA,107,"SHOTGUN","1 RB, 0 TE, 4 WR",7,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-0","Man",2021100303,1,0,0,"1"
"304",1967,2021091202,2.4492101497772,36.8112852438115,237.301233333333,"(1:11) (Shotgun) S.Darnold pass short right to T.Marshall to NYJ 27 for 11 yards (A.Colbert; D.Phillips).",2,3,1,"CAR","NYJ","NYJ",38,"01:11",9,0,"C",NA,11,11,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021102407,0,0,0,"0"
"305",1967,2021091203,2.33345067832834,49.475662835909,174.001321052632,"(:42) (Shotgun) J.Burrow pass deep right to J.Chase for 50 yards, TOUCHDOWN. MIN-B.Breeland was injured during the play. ",2,1,10,"CIN","MIN","",50,"00:42",7,7,"C",NA,50,50,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021102407,0,0,0,"0"
"306",1971,2021091209,2.68818405406576,48.5515072369553,200.457791803279,"(:30) (Shotgun) B.Mayfield sacked at CLE 43 for -11 yards (C.Jones).",2,3,20,"CLE","KC","KC",46,"00:30",10,22,"S",NA,-11,-11,NA,NA,NA,NA,NA,NA,56,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Bracket","Other",2021101000,0,0,1,"1"
"307",1979,2021091204,2.76850382732009,24.1247666253164,277.791304545455,"(:28) (Shotgun) J.Garoppolo scrambles up the middle to DET 22 for 3 yards (A.Anzalone).",2,1,10,"SF","DET","DET",25,"00:28",10,28,"R",NA,3,3,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 2 LB, 6 DB","SCRAMBLE",0,"Cover-3","Zone",2021100312,1,1,0,"1"
"308",1979,2021091211,3.59372681494082,9.77606764583174,409.355992857143,"(9:41) (Shotgun) Aa.Rodgers pass short left intended for D.Adams INTERCEPTED by P.Adebo [C.Ringo] at NO 7. P.Adebo to NO 40 for 33 yards (E.Jenkins).",3,2,7,"GB","NO","NO",9,"09:41",17,3,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,101,"SHOTGUN","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",2021100312,1,1,0,"1"
"309",198,2021091209,2.73327635462858,36.9180455088581,282.054279545455,"(11:35) (Shotgun) B.Mayfield pass deep right to A.Schwartz to KC 22 for 16 yards (M.Hughes).",1,3,3,"CLE","KC","KC",38,"11:35",0,0,"C",NA,16,16,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-1","Man",2021101708,1,1,0,"1"
"310",1984,2021091300,1.94215417275676,35.021723760084,216.205465625,"(:27) (Shotgun) D.Carr pass short left to H.Renfrow ran ob at BAL 29 for 7 yards (T.Young).",2,1,10,"LV","BAL","BAL",36,"00:27",7,14,"C",NA,7,7,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 4 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021103103,1,1,1,"1"
"311",1988,2021091205,2.59172157720859,11.0549626830983,263.083288,"(2:00) Ty.Taylor pass incomplete short right to P.Brown. PENALTY on JAX-M.Jack, Face Mask (15 Yards), 3 yards, enforced at JAX 6 - No Play.",2,2,6,"HOU","JAX","JAX",6,"02:00",17,7,"I",3,0,3,"Face Mask (15 Yards)",43325,NA,NA,NA,NA,104,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB",NA,1,"Cover-1","Man",2021101708,1,1,0,"1"
"312",1988,2021091208,2.40378841950876,4.49470354271658,305.485777124183,"(1:43) J.Herbert pass incomplete short right to J.Guyton.",2,1,6,"LAC","WAS","WAS",6,"01:43",6,10,"I",NA,0,0,NA,NA,NA,NA,NA,NA,16,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Red Zone","Other",2021101708,1,1,0,"1"
"313",1988,2021091213,2.38572592612096,60.0267690346662,126.539779487179,"(11:20) A.Dalton pass short right to D.Montgomery to CHI 49 for 10 yards (T.Reeder).",3,2,4,"CHI","LA","CHI",39,"11:20",20,7,"C",NA,10,10,NA,NA,NA,NA,NA,NA,49,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone",2021101708,1,1,0,"1"
"314",1989,2021091210,1.68288239873204,23.3845633256494,265.056818803419,"(:34) (Shotgun) T.Tagovailoa pass incomplete deep left to A.Wilson (J.Mills).",2,2,5,"MIA","NE","NE",23,"00:34",10,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,33,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021091906,0,0,1,"1"
"315",1989,2021091212,2.35543346911191,29.6734180191747,311.490988557214,"(9:38) (Shotgun) T.Bridgewater sacked at NYG 33 for -3 yards (A.Ojulari).",3,2,4,"DEN","NYG","NYG",30,"09:38",7,10,"S",NA,-3,-3,NA,NA,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",1,"Cover-3","Zone",2021091906,0,0,1,"1"
"316",1991,2021091200,1.9536806254428,62.0471794507138,115.693063157895,"(1:44) (Shotgun) J.Hurts pass short right to K.Gainwell pushed ob at PHI 47 for 9 yards (D.Harmon).",2,1,10,"PHI","ATL","PHI",38,"01:44",6,7,"C",NA,9,9,NA,NA,NA,NA,NA,NA,48,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021102407,1,1,0,"1"
"317",1991,2021091202,2.09542837385977,26.4227783382855,264.143594736842,"(:47) (No Huddle, Shotgun) S.Darnold pass short middle to C.McCaffrey to NYJ 5 for 22 yards (M.Maye) [Q.Williams].",2,1,10,"CAR","NYJ","NYJ",27,"00:47",9,0,"C",NA,22,22,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021102407,1,1,0,"1"
"318",200,2021091210,2.1254125647778,41.4230752795744,168.608940277778,"(11:27) (Shotgun) M.Jones pass short middle to J.White to MIA 37 for 4 yards (J.McCourty; E.Rowe) [S.Eguavoen].",1,3,21,"NE","MIA","MIA",41,"11:27",0,0,"C",NA,4,4,NA,NA,NA,NA,NA,NA,51,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021102400,1,1,0,"1"
"319",2005,2021091211,2.27077590095678,59.1150717582625,136.243816025641,"(9:30) J.Winston pass short middle to A.Trautman to NO 46 for 6 yards (K.Barnes) [R.Gary].",3,1,10,"NO","GB","NO",40,"09:30",17,3,"C",NA,6,6,NA,NA,NA,NA,NA,NA,70,"SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",7,"3 DL, 4 LB, 4 DB","SCRAMBLE",1,"Cover-3","Zone",2021101002,1,0,0,"1"
"320",2008,2021090900,2.48952088783674,56.3843842804908,162.277921839081,"(3:08) (Shotgun) T.Brady pass short middle to C.Godwin to DAL 47 for 10 yards (J.Smith; J.Lewis).",2,1,10,"TB","DAL","TB",43,"03:08",14,16,"C",NA,10,10,NA,NA,NA,NA,NA,NA,67,"EMPTY","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021101700,1,0,0,"1"
"321",2008,2021091212,2.2149609997123,31.9123635367291,290.038756910569,"(8:50) (Shotgun) T.Bridgewater pass deep left to J.Jeudy to NYG 13 for 20 yards (J.Bradberry) [L.Williams]. FUMBLES (J.Bradberry), RECOVERED by NYG-J.Peppers at NYG 14. J.Peppers pushed ob at NYG 16 for 2 yards (J.Williams). DEN-J.Jeudy was injured during the play.  The Replay Official reviewed the fumble ruling, and the play was REVERSED. (Shotgun) T.Bridgewater pass deep left to J.Jeudy to NYG 13 for 20 yards (J.Bradberry) [L.Williams]. DEN-J.Jeudy was injured during the play. ",3,3,7,"DEN","NYG","NYG",33,"08:50",7,10,"C",NA,20,20,NA,NA,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-3","Zone",2021101700,1,0,0,"1"
"322",2008,2021091300,2.25699326271104,28.527740814844,304.879831578947,"(:22) (Shotgun) D.Carr pass incomplete deep right to B.Edwards.",2,2,3,"LV","BAL","BAL",29,"00:22",7,14,"I",NA,0,0,NA,NA,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"1 DL, 4 LB, 6 DB","TRADITIONAL",0,"2-Man","Man",2021101700,1,0,0,"1"
"323",2010,2021091208,2.93267817360029,5.60323106103723,347.242424324324,"(1:37) J.Herbert sacked at WAS 9 for -3 yards (J.Allen).",2,2,6,"LAC","WAS","WAS",6,"01:37",6,10,"S",NA,-3,-3,NA,NA,NA,NA,NA,NA,16,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Red Zone","Other",2021101800,0,1,1,"1"
"324",2011,2021091206,2.32961558827159,54.5367290271604,151.507044444444,"(12:37) (Shotgun) R.Wilson pass incomplete deep left to T.Lockett (T.Carrie) [D.Buckner].",3,3,5,"SEA","IND","SEA",46,"12:37",10,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,64,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021102100,1,1,1,"1"
"325",2011,2021091210,2.60188231045774,25.0097158023795,246.814998742138,"(:27) (Shotgun) T.Tagovailoa sacked at NE 30 for -7 yards (J.Uche).",2,3,5,"MIA","NE","NE",23,"00:27",10,7,"S",NA,-7,-7,NA,NA,NA,NA,NA,NA,33,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",2021102100,1,1,1,"1"
"326",2012,2021091213,2.72706118584888,48.4361502699338,270.914670909091,"(10:42) A.Dalton pass incomplete short right to C.Kmet.",3,1,10,"CHI","LA","CHI",49,"10:42",20,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,59,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-3","Zone",2021091913,0,1,0,"1"
"327",2020,2021091200,1.69058620903548,52.8522479117907,147.7058,"(1:37) (Shotgun) J.Hurts pass incomplete short right to K.Gainwell.",2,2,1,"PHI","ATL","PHI",47,"01:37",6,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,57,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone",2021091200,0,0,0,"0"
"328",2030,2021091300,2.71896238890735,28.2820437275865,295.155252941176,"(:17) (Shotgun) D.Carr pass incomplete deep right to D.Waller. PENALTY on BAL-P.Queen, Unnecessary Roughness, 15 yards, enforced at BAL 29 - No Play.",2,3,3,"LV","BAL","BAL",29,"00:17",7,14,"I",15,0,15,"Unnecessary Roughness",52436,NA,NA,NA,NA,81,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 4 LB, 6 DB",NA,0,"Cover-1","Man",2021092602,0,1,0,"1"
"329",2032,2021090900,2.35049550757263,47.0905388660489,197.232406666667,"(2:45) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown for 47 yards, TOUCHDOWN.",2,1,10,"TB","DAL","DAL",47,"02:45",14,16,"C",NA,47,47,NA,NA,NA,NA,NA,NA,57,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021110100,0,1,1,"1"
"330",2034,2021091204,2.83578063516591,21.6698964326196,328.923210526316,"(:12) (Shotgun) J.Garoppolo pass incomplete short left. Ball thrown away.",2,3,7,"SF","DET","DET",22,"00:12",10,28,"I",NA,0,0,NA,NA,NA,NA,NA,NA,32,"SHOTGUN","1 RB, 1 TE, 3 WR",3,"2 DL, 2 LB, 7 DB","TRADITIONAL",0,"Prevent","Other",2021101800,0,1,0,"1"
"331",2034,2021091213,2.3062199140047,50.6312345091935,189.077976666667,"(10:36) (Shotgun) A.Dalton pass short right to D.Williams pushed ob at LA 43 for 8 yards (J.Fuller).",3,2,10,"CHI","LA","CHI",49,"10:36",20,7,"C",NA,8,8,NA,NA,NA,NA,NA,NA,59,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101800,0,1,0,"1"
"332",2042,2021091205,2.1225705373943,9.11427042724354,260.211179310345,"(1:18) (Shotgun) Ty.Taylor pass incomplete short right to N.Collins. PENALTY on HOU-N.Collins, Offensive Pass Interference, 10 yards, enforced at JAX 2 - No Play.",2,2,2,"HOU","JAX","JAX",2,"01:18",17,7,"I",-10,0,-10,"Offensive Pass Interference",53518,NA,NA,NA,NA,108,"SHOTGUN","1 RB, 3 TE, 1 WR",9,"4 DL, 3 LB, 4 DB",NA,0,"Cover-0","Man",2021101100,1,0,0,"1"
"333",2046,2021091208,2.30903831029018,8.87020412703304,403.081609090909,"(:52) (Shotgun) J.Herbert pass incomplete short middle to J.Cook.",2,3,9,"LAC","WAS","WAS",9,"00:52",6,10,"I",NA,0,0,NA,NA,NA,NA,NA,NA,19,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Red Zone","Other",2021100303,0,1,0,"1"
"334",2050,2021091207,2.16246441690806,74.7462885976379,110.737322807018,"(1:44) (Shotgun) R.Tannehill pass short middle to J.Jones to TEN 34 for 9 yards (B.Baker).",2,1,10,"TEN","ARI","TEN",25,"01:44",6,24,"C",NA,9,9,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021103112,0,1,0,"1"
"335",2058,2021091206,2.14743593668263,87.2725616225073,45.5110125,"(12:19) (Shotgun) C.Wentz pass incomplete short right.",3,1,10,"IND","SEA","IND",12,"12:19",10,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,22,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101009,0,0,0,"0"
"336",206,2021091211,2.06463434142179,25.4722397742199,339.708570588235,"(11:11) (Shotgun) J.Winston pass incomplete deep right to M.Callaway.",1,3,7,"NO","GB","GB",26,"11:11",0,0,"I",NA,0,0,NA,NA,NA,NA,NA,NA,84,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"1 DL, 4 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021101705,0,1,1,"1"
"337",2063,2021091200,2.23093914464331,50.3407158200271,185.403846153846,"(1:14) (No Huddle, Shotgun) J.Hurts scrambles right end pushed ob at ATL 46 for 4 yards (D.Harmon).",2,1,10,"PHI","ATL","",50,"01:14",6,7,"R",NA,4,4,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Cover-3","Zone",2021092601,0,1,1,"1"
"338",2063,2021091203,2.58078248220712,79.3482310203004,82.6998614814815,"(:35) (Shotgun) K.Cousins pass deep middle to A.Thielen to MIN 40 for 20 yards (L.Wilson).",2,1,15,"MIN","CIN","MIN",20,"00:35",14,7,"C",NA,20,20,NA,NA,NA,NA,NA,NA,90,"EMPTY","0 RB, 1 TE, 4 WR",4,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-2","Zone",2021092601,0,1,1,"1"
"339",2063,2021091213,1.60265737630297,42.8157815888126,134.303462790698,"(9:56) (Shotgun) A.Dalton pass short middle to C.Kmet to LA 40 for 3 yards (T.Reeder). LA-D.Long was injured during the play. His return is Probable. ",3,3,2,"CHI","LA","LA",43,"09:56",20,7,"C",NA,3,3,NA,NA,NA,NA,NA,NA,67,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","DESIGNED_ROLLOUT_LEFT",1,"Cover-3","Zone",2021092601,0,1,1,"1"
"340",2063,2021091300,2.52490127603889,16.5209296890199,295.202137662338,"(:10) (Shotgun) D.Carr sacked at BAL 16 for -2 yards (O.Oweh).",2,1,10,"LV","BAL","BAL",14,"00:10",7,14,"S",NA,-2,-2,NA,NA,NA,NA,NA,NA,96,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"1 DL, 4 LB, 6 DB","SCRAMBLE",0,"Bracket","Other",2021092601,0,1,1,"1"
"341",2074,2021091207,2.08207256802612,65.5446571467135,81.3580238095239,"(1:23) (No Huddle, Shotgun) R.Tannehill scrambles up the middle to 50 for 16 yards (M.Wilson).",2,2,1,"TEN","ARI","TEN",34,"01:23",6,24,"R",NA,16,16,NA,NA,NA,NA,NA,NA,76,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"2-Man","Man",2021102403,0,1,0,"1"
"342",2075,2021091205,2.22182241120397,14.0978532987655,346.701217241379,"(1:13) (Shotgun) Ty.Taylor pass incomplete short left to J.Akins.",2,2,12,"HOU","JAX","JAX",12,"01:13",17,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,98,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man",2021102408,0,0,0,"0"
"343",2088,2021090900,2.30801345411581,74.5847111800309,125.073826666667,"(2:38) (Shotgun) D.Prescott pass short left to A.Cooper to DAL 36 for 11 yards (M.Edwards; J.Dean).",2,1,10,"DAL","TB","DAL",25,"02:38",21,16,"C",NA,11,11,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone",2021100400,0,0,0,"0"
"344",2095,2021091207,2.03664519415587,49.0751270655082,164.570722222222,"(1:01) (No Huddle, Shotgun) R.Tannehill pass short middle to J.McNichols to ARI 41 for 9 yards (B.Murphy).",2,1,10,"TEN","ARI","",50,"01:01",6,24,"C",NA,9,9,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103109,0,1,0,"1"
"345",2097,2021091205,3.15345486936586,17.0617824225441,282.634326785714,"(1:09) (Shotgun) Ty.Taylor scrambles right end to JAX 7 for 5 yards. FUMBLES, ball out of bounds at JAX 7.",2,3,12,"HOU","JAX","JAX",12,"01:09",17,7,"R",NA,5,5,NA,NA,NA,NA,NA,NA,98,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"1 DL, 5 LB, 5 DB","UNKNOWN",0,"Red Zone","Other",2021092612,0,0,0,"0"
"346",210,2021091202,2.11290809574169,68.4665379325905,121.818479487179,"(12:20) (Shotgun) Z.Wilson sacked at NYJ 22 for -9 yards (B.Burns).",1,2,14,"NYJ","CAR","NYJ",31,"12:20",0,0,"S",NA,-9,-9,NA,NA,NA,NA,NA,NA,41,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021103101,0,1,1,"1"
"347",2104,2021091203,2.11785050921456,59.8362239292956,121.010678,"(:30) (Shotgun) K.Cousins pass short right to D.Westbrook ran ob at MIN 48 for 8 yards (V.Bell). PENALTY on MIN-R.Hill, Offensive Holding, 10 yards, enforced at MIN 40 - No Play.",2,1,10,"MIN","CIN","MIN",40,"00:30",14,7,"C",-10,8,-10,"Offensive Holding",43640,NA,NA,NA,NA,70,"EMPTY","0 RB, 1 TE, 4 WR",4,"4 DL, 1 LB, 6 DB",NA,0,"Cover-2","Zone",2021101706,0,1,0,"1"
"348",2111,2021091206,2.40986431628186,80.5730618170358,91.6312931034483,"(11:26) (Shotgun) C.Wentz pass incomplete short middle to P.Campbell [C.Dunlap].",3,3,3,"IND","SEA","IND",19,"11:26",10,21,"I",NA,0,0,NA,NA,NA,NA,NA,NA,29,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone",2021100313,1,1,0,"1"
"349",2111,2021091213,2.65776114637168,36.5943423655589,206.929894594595,"(8:41) (Shotgun) A.Dalton pass short right to M.Goodwin to LA 26 for 10 yards (T.Reeder; D.Williams).",3,2,6,"CHI","LA","LA",36,"08:41",20,7,"C",NA,10,10,NA,NA,NA,NA,NA,NA,74,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021100313,1,1,0,"1"
"350",2118,2021091211,2.21678706360305,49.7008292189168,182.911818421053,"(6:32) (Shotgun) J.Winston pass incomplete short right to A.Kamara.",3,2,11,"NO","GB","",50,"06:32",17,3,"I",NA,0,0,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","2 QB, 2 RB, 0 TE, 2 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021101012,0,1,0,"1"
"351",2119,2021091207,2.20267236963043,40.6019193691076,260.491974358974,"(:42) (No Huddle, Shotgun) R.Tannehill pass short right to A.Firkser ran ob at ARI 37 for 4 yards.",2,2,1,"TEN","ARI","ARI",41,"00:42",6,24,"C",NA,4,4,NA,NA,NA,NA,NA,NA,51,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"2-Man","Man",2021101400,1,1,0,"1"
"352",2119,2021091210,2.17609088645508,73.0520119609014,115.386168794326,"(14:22) (Shotgun) T.Tagovailoa pass incomplete short right to D.Smythe [L.Guy].",3,2,8,"MIA","NE","MIA",27,"14:22",10,10,"I",NA,0,0,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man",2021101400,1,1,0,"1"
"353",2121,2021091200,2.10283889503248,51.3457372016363,121.0502325,"(1:08) (Shotgun) J.Hurts pass short right to Z.Ertz pushed ob at ATL 45 for 6 yards (D.Harmon).",2,2,11,"PHI","ATL","PHI",49,"01:08",6,7,"C",NA,6,6,NA,NA,NA,NA,NA,NA,59,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"1 DL, 5 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone",2021102402,1,1,1,"1"
"354",2123,2021091208,2.24782467614444,66.7335074410939,117.486905555556,"(:25) (No Huddle, Shotgun) T.Heinicke pass incomplete deep left to T.McLaurin. PENALTY on LAC-J.Bosa, Roughing the Passer, 15 yards, enforced at WAS 33 - No Play.",2,2,2,"WAS","LAC","WAS",33,"00:25",6,13,"I",15,0,15,"Roughing the Passer",43292,NA,NA,NA,NA,43,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"3 DL, 2 LB, 6 DB",NA,0,"Cover-3","Zone",2021091208,1,0,0,"1"
"355",2124,2021091209,2.22132998544722,67.2443087483805,69.0049178571429,"(13:48) (Shotgun) P.Mahomes pass short right to T.Hill to KC 38 for 6 yards (D.Ward).",3,3,3,"KC","CLE","KC",32,"13:48",10,22,"C",NA,6,6,NA,NA,NA,NA,NA,NA,42,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 1 LB, 6 DB","TRADITIONAL",0,"Cover-1","Man",2021102405,0,1,0,"1"
"356",2126,2021091201,2.19437424705076,62.4706387117261,138.325763934426,"(13:56) (No Huddle, Shotgun) B.Roethlisberger pass short left intended for D.Johnson INTERCEPTED by T.White at PIT 46. T.White to PIT 37 for 9 yards (D.Johnson). PENALTY on BUF-T.White, Defensive Holding, 5 yards, enforced at PIT 36 - No Play.",3,1,10,"PIT","BUF","PIT",36,"13:56",10,0,"IN",5,0,0,"Defensive Holding",44839,NA,NA,NA,NA,46,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB",NA,0,"Quarters","Zone",2021102410,0,1,0,"1"
